E_elc_Ry	ks1/2J1/2
0.92961	-2.432529774
0.93041	-2.432639878
0.93121	-2.432750004
0.93201	-2.43286015
0.93281	-2.432970316
0.93361	-2.433080504
0.93441	-2.433190712
0.93521	-2.433300942
0.93601	-2.433411192
0.93681	-2.433521462
0.93761	-2.433631754
0.93841	-2.433742067
0.93921	-2.4338524
0.94001	-2.433962754
0.94081	-2.434073129
0.94161	-2.434183525
0.94241	-2.434293942
0.94321	-2.434404379
0.94401	-2.434514837
0.94481	-2.434625317
0.94561	-2.434735817
0.94641	-2.434846338
0.94721	-2.43495688
0.94801	-2.435067442
0.94881	-2.435178026
0.94961	-2.43528863
0.95041	-2.435399256
0.95121	-2.435509902
0.95201	-2.435620569
0.95281	-2.435731257
0.95361	-2.435841966
0.95441	-2.435952695
0.95521	-2.436063446
0.95601	-2.436174218
0.95681	-2.43628501
0.95761	-2.436395823
0.95841	-2.436506658
0.95921	-2.436617513
0.96001	-2.436728389
0.96081	-2.436839286
0.96161	-2.436950204
0.96241	-2.437061143
0.96321	-2.437172103
0.96401	-2.437283083
0.96481	-2.437394085
0.96561	-2.437505107
0.96641	-2.437616151
0.96721	-2.437727215
0.96801	-2.437838301
0.96881	-2.437949407
0.96961	-2.438060535
0.97041	-2.438143894
0.97121	-2.438253282
0.97201	-2.438394042
0.97281	-2.438477449
0.97361	-2.438588676
0.97441	-2.438699923
0.97521	-2.438811192
0.97601	-2.438922482
0.97681	-2.439029526
0.97761	-2.439162329
0.97841	-2.439260757
0.97921	-2.43934429
0.98001	-2.439455686
0.98081	-2.439567102
0.98161	-2.439702099
0.98241	-2.43978569
0.98321	-2.439897163
0.98401	-2.439959191
0.98481	-2.440128828
0.98561	-2.440236043
0.98641	-2.440347607
0.98721	-2.440431294
0.98801	-2.440542894
0.98881	-2.440654516
0.98961	-2.440766158
0.99041	-2.440877822
0.99121	-2.440989507
0.99201	-2.441101212
0.99281	-2.441212939
0.99361	-2.441296748
0.99441	-2.441408511
0.99521	-2.441520296
0.99601	-2.441632102
0.99681	-2.441743929
0.99761	-2.441855776
0.99841	-2.441967645
0.99921	-2.442079535
1.00001	-2.442163466
1.00081	-2.442275393
1.00161	-2.442387341
1.00241	-2.44249931
1.00321	-2.4426113
1.00401	-2.442723311
1.00481	-2.442835344
1.00561	-2.442947397
1.00641	-2.443031451
1.00721	-2.443143541
1.00801	-2.443255652
1.00881	-2.443367785
1.00961	-2.443479939
1.01041	-2.443592113
1.01121	-2.443704309
1.01201	-2.44378847
1.01281	-2.443900703
1.01361	-2.444012956
1.01441	-2.444125231
1.01521	-2.444237528
1.01601	-2.444349845
1.01681	-2.444434097
1.01761	-2.444546451
1.01841	-2.444658826
1.01921	-2.444771223
1.02001	-2.444883641
1.02081	-2.44499608
1.02161	-2.445080423
1.02241	-2.445192899
1.02321	-2.445281882
1.02401	-2.445394401
1.02481	-2.445506941
1.02561	-2.445619503
1.02641	-2.445703938
1.02721	-2.445816536
1.02801	-2.445929156
1.02881	-2.446041797
1.02961	-2.446154459
1.03041	-2.446267143
1.03121	-2.446351669
1.03201	-2.446464389
1.03281	-2.446577131
1.03361	-2.446689894
1.03441	-2.446802678
1.03521	-2.44688728
1.03601	-2.447000101
1.03681	-2.447112943
1.03761	-2.447225806
1.03841	-2.447338691
1.03921	-2.447423369
1.04001	-2.447536291
1.04081	-2.447649234
1.04161	-2.44796438
1.04241	-2.447875184
1.04321	-2.447959937
1.04401	-2.448072959
1.04481	-2.448186003
1.04561	-2.448299069
1.04641	-2.448412155
1.04721	-2.448496984
1.04801	-2.448610108
1.04881	-2.448723253
1.04961	-2.448836419
1.05041	-2.448949606
1.05121	-2.449034511
1.05201	-2.449147735
1.05281	-2.449260981
1.05361	-2.449374248
1.05441	-2.449459213
1.05521	-2.449572517
1.05601	-2.449685843
1.05681	-2.44979919
1.05761	-2.449889084
1.05841	-2.449974124
1.05921	-2.450087531
1.06001	-2.450200959
1.06081	-2.450314408
1.06161	-2.450399509
1.06241	-2.450512995
1.06321	-2.450626503
1.06401	-2.450740032
1.06481	-2.450825193
1.06561	-2.450938759
1.06641	-2.451052347
1.06721	-2.451165956
1.06801	-2.451251177
1.06881	-2.451364823
1.06961	-2.451478491
1.07041	-2.45159218
1.07121	-2.451677461
1.07201	-2.451791187
1.07281	-2.451904935
1.07361	-2.452018704
1.07441	-2.452104045
1.07521	-2.452217851
1.07601	-2.452331679
1.07681	-2.452417064
1.07761	-2.452530929
1.07841	-2.452644815
1.07921	-2.452758723
1.08001	-2.452844168
1.08081	-2.452958114
1.08161	-2.45307208
1.08241	-2.453186068
1.08321	-2.453271573
1.08401	-2.453385599
1.08481	-2.453499646
1.08561	-2.453585195
1.08641	-2.453699279
1.08721	-2.453813385
1.08801	-2.453898978
1.08881	-2.454013121
1.08961	-2.454127286
1.09041	-2.454241472
1.09121	-2.454327125
1.09201	-2.454441349
1.09281	-2.454555594
1.09361	-2.454641291
1.09441	-2.454732142
1.09521	-2.454846447
1.09601	-2.45493219
1.09681	-2.455046532
1.09761	-2.455160896
1.09841	-2.455275281
1.09921	-2.455361084
1.10001	-2.455475506
1.10081	-2.455589951
1.10161	-2.455675798
1.10241	-2.45579028
1.10321	-2.455904783
1.10401	-2.456019307
1.10481	-2.456110434
1.10561	-2.456214552
1.10641	-2.456305713
1.10721	-2.456420312
1.10801	-2.456534934
1.10881	-2.456620914
1.10961	-2.456735572
1.11041	-2.45682684
1.11121	-2.456941542
1.11201	-2.457048671
1.11281	-2.457149902
1.11361	-2.45724652
1.11441	-2.457337883
1.11521	-2.457452676
1.11601	-2.457567491
1.11681	-2.457682327
1.11761	-2.457773781
1.11841	-2.457899301
1.11921	-2.4579429
1.12001	-2.458073764
1.12081	-2.458194019
1.12161	-2.458280228
1.12241	-2.458395192
1.12321	-2.458486782
1.12401	-2.45860179
1.12481	-2.45868806
1.12561	-2.458803106
1.12641	-2.458918173
1.12721	-2.459004488
1.12801	-2.459119593
1.12881	-2.459205936
1.12961	-2.459321079
1.13041	-2.459436243
1.13121	-2.459522631
1.13201	-2.459637833
1.13281	-2.459753056
1.13361	-2.459839488
1.13441	-2.459954749
1.13521	-2.46004121
1.13601	-2.460156509
1.13681	-2.460271829
1.13761	-2.460358334
1.13841	-2.460473692
1.13921	-2.460536848
1.14001	-2.460652245
1.14081	-2.460738808
1.14161	-2.460854243
1.14241	-2.460969699
1.14321	-2.461056306
1.14401	-2.4611718
1.14481	-2.461258435
1.14561	-2.461373967
1.14641	-2.461489521
1.14721	-2.461576201
1.14801	-2.461691792
1.14881	-2.4617785
1.14961	-2.46189413
1.15041	-2.461980866
1.15121	-2.462096533
1.15201	-2.462212222
1.15281	-2.462299003
1.15361	-2.46241473
1.15441	-2.462501539
1.15521	-2.462617304
1.15601	-2.462704141
1.15681	-2.462819944
1.15761	-2.46290681
1.15841	-2.46302265
1.15921	-2.463109544
1.16001	-2.463225423
1.16081	-2.463341322
1.16161	-2.463428262
1.16241	-2.463544199
1.16321	-2.463631167
1.16401	-2.463723796
1.16481	-2.463810793
1.16561	-2.463926808
1.16641	-2.464013833
1.16721	-2.464129886
1.16801	-2.46421694
1.16881	-2.46433303
1.16961	-2.464420112
1.17041	-2.464536241
1.17121	-2.464652391
1.17201	-2.464739518
1.17281	-2.464855706
1.17361	-2.464942861
1.17441	-2.465059087
1.17521	-2.465146271
1.17601	-2.465262535
1.17681	-2.465349748
1.17761	-2.46546605
1.17841	-2.465553291
1.17921	-2.465669631
1.18001	-2.4657569
1.18081	-2.465873278
1.18161	-2.465960576
1.18241	-2.466076992
1.18321	-2.466164318
1.18401	-2.466280772
1.18481	-2.466368127
1.18561	-2.466484619
1.18641	-2.466572003
1.18721	-2.466688533
1.18801	-2.466775945
1.18881	-2.466892513
1.18961	-2.466979953
1.19041	-2.467096559
1.19121	-2.467160717
1.19201	-2.467277362
1.19281	-2.467364861
1.19361	-2.467481544
1.19441	-2.467569071
1.19521	-2.467656611
1.19601	-2.467773349
1.19681	-2.467860916
1.19761	-2.467977692
1.19841	-2.468065289
1.19921	-2.468182103
1.20001	-2.468269728
1.20081	-2.46838658
1.20161	-2.468474234
1.20241	-2.468591124
1.20321	-2.468678806
1.20401	-2.468795735
1.20481	-2.468883446
1.20561	-2.469000412
1.20641	-2.469088152
1.20721	-2.469175903
1.20801	-2.469292925
1.20881	-2.469380705
1.20961	-2.469497764
1.21041	-2.469585573
1.21121	-2.469702671
1.21201	-2.469790508
1.21281	-2.469878358
1.21361	-2.46999551
1.21441	-2.470083388
1.21521	-2.470200578
1.21601	-2.470288485
1.21681	-2.470405714
1.21761	-2.47049365
1.21841	-2.470581598
1.21921	-2.470698881
1.22001	-2.470786857
1.22081	-2.470904179
1.22161	-2.470992184
1.22241	-2.471109543
1.22321	-2.471197577
1.22401	-2.471285624
1.22481	-2.471403038
1.22561	-2.471491113
1.22641	-2.471608565
1.22721	-2.471696669
1.22801	-2.471784785
1.22881	-2.471902292
1.22961	-2.471990436
1.23041	-2.472107982
1.23121	-2.472196155
1.23201	-2.472284341
1.23281	-2.472401941
1.23361	-2.472490155
1.23441	-2.472607793
1.23521	-2.472696036
1.23601	-2.472784292
1.23681	-2.472901985
1.23761	-2.472990269
1.23841	-2.473078565
1.23921	-2.473196313
1.24001	-2.473284638
1.24081	-2.473372976
1.24161	-2.473490778
1.24241	-2.473579145
1.24321	-2.473667523
1.24401	-2.473785381
1.24481	-2.473873788
1.24561	-2.473962208
1.24641	-2.474073876
1.24721	-2.474151579
1.24801	-2.474263283
1.24881	-2.474351761
1.24961	-2.474440252
1.25041	-2.474581491
1.25121	-2.474670009
1.25201	-2.47475854
1.25281	-2.474847083
1.25361	-2.474958865
1.25441	-2.475058057
1.25521	-2.475138004
1.25601	-2.475243533
1.25681	-2.475355377
1.25761	-2.475444007
1.25841	-2.47553265
1.25921	-2.475621305
1.26001	-2.475733192
1.26081	-2.475821871
1.26161	-2.4727986
1.26241	-2.476047907
1.26321	-2.47613028
1.26401	-2.476219023
1.26481	-2.476307778
1.26561	-2.476449349
1.26641	-2.476538132
1.26721	-2.476626927
1.26801	-2.476715735
1.26881	-2.476834164
1.26961	-2.476923
1.27041	-2.477011849
1.27121	-2.477130334
1.27201	-2.477219211
1.27281	-2.477308101
1.27361	-2.477397004
1.27441	-2.47751556
1.27521	-2.477604491
1.27601	-2.477693435
1.27681	-2.477812045
1.27761	-2.477901018
1.27841	-2.477990003
1.27921	-2.478079
1.28001	-2.478197683
1.28081	-2.478286709
1.28161	-2.478375747
1.28241	-2.478464798
1.28321	-2.478583552
1.28401	-2.478672632
1.28481	-2.478761725
1.28561	-2.478880534
1.28641	-2.478946472
1.28721	-2.479035606
1.28801	-2.479124754
1.28881	-2.479243636
1.28961	-2.479332812
1.29041	-2.479422
1.29121	-2.479511201
1.29201	-2.479630155
1.29281	-2.479719384
1.29361	-2.479808627
1.29441	-2.479897881
1.29521	-2.480016907
1.29601	-2.48010619
1.29681	-2.480195486
1.29761	-2.480284794
1.29841	-2.480403892
1.29921	-2.480493229
1.30001	-2.480582579
1.30081	-2.480671941
1.30161	-2.48079111
1.30241	-2.480880501
1.30321	-2.480969905
1.30401	-2.481059321
1.30481	-2.481178561
1.30561	-2.481268006
1.30641	-2.481357464
1.30721	-2.481446934
1.30801	-2.481536416
1.30881	-2.481655745
1.30961	-2.481745256
1.31041	-2.48183478
1.31121	-2.481924316
1.31201	-2.482043717
1.31281	-2.482133282
1.31361	-2.48222286
1.31441	-2.48231245
1.31521	-2.482402053
1.31601	-2.482521542
1.31681	-2.482611173
1.31761	-2.482700817
1.31841	-2.482790474
1.31921	-2.482880143
1.32001	-2.482999721
1.32081	-2.483089419
1.32161	-2.483179129
1.32241	-2.483268852
1.32321	-2.483358587
1.32401	-2.483478254
1.32481	-2.483568018
1.32561	-2.483657795
1.32641	-2.483747584
1.32721	-2.483837386
1.32801	-2.483957141
1.32881	-2.484046972
1.32961	-2.484136815
1.33041	-2.484226671
1.33121	-2.484316539
1.33201	-2.48440642
1.33281	-2.48452628
1.33361	-2.484669278
1.33441	-2.484706112
1.33521	-2.484796047
1.33601	-2.484885994
1.33681	-2.484975954
1.33761	-2.485095919
1.33841	-2.485185908
1.33921	-2.485275909
1.34001	-2.485365923
1.34081	-2.485455949
1.34161	-2.485545988
1.34241	-2.485666059
1.34321	-2.485756127
1.34401	-2.485846207
1.34481	-2.4859363
1.34561	-2.486026405
1.34641	-2.486116523
1.34721	-2.486206653
1.34801	-2.486326847
1.34881	-2.486417006
1.34961	-2.486507178
1.35041	-2.486597362
1.35121	-2.486687559
1.35201	-2.486777769
1.35281	-2.486867991
1.35361	-2.486958225
1.35441	-2.487078557
1.35521	-2.487168821
1.35601	-2.487259097
1.35681	-2.487349385
1.35761	-2.487439686
1.35841	-2.48753
1.35921	-2.487620326
1.36001	-2.487710665
1.36081	-2.487801016
1.36161	-2.487921503
1.36241	-2.488011884
1.36321	-2.488102277
1.36401	-2.488192682
1.36481	-2.4882831
1.36561	-2.48837353
1.36641	-2.488463973
1.36721	-2.488554429
1.36801	-2.488644896
1.36881	-2.488735377
1.36961	-2.488856037
1.37041	-2.488946547
1.37121	-2.489037069
1.37201	-2.489127604
1.37281	-2.489218151
1.37361	-2.489308711
1.37441	-2.489399283
1.37521	-2.489489868
1.37601	-2.489580465
1.37681	-2.489671075
1.37761	-2.489761698
1.37841	-2.489852333
1.37921	-2.48994298
1.38001	-2.49003364
1.38081	-2.490124313
1.38161	-2.490245229
1.38241	-2.490335931
1.38321	-2.490426645
1.38401	-2.490517372
1.38481	-2.490608112
1.38561	-2.490698864
1.38641	-2.490789628
1.38721	-2.490880406
1.38801	-2.490971195
1.38881	-2.491061998
1.38961	-2.491152812
1.39041	-2.49124364
1.39121	-2.49133448
1.39201	-2.491425332
1.39281	-2.491516197
1.39361	-2.491607075
1.39441	-2.491697965
1.39521	-2.491788867
1.39601	-2.491887064
1.39681	-2.491993734
1.39761	-2.492061651
1.39841	-2.492152604
1.39921	-2.492243569
1.40001	-2.492334547
1.40081	-2.492425538
1.40161	-2.492516541
1.40241	-2.492607557
1.40321	-2.492698585
1.40401	-2.492789626
1.40481	-2.492887029
1.40561	-2.4929644
1.40641	-2.493085834
1.40721	-2.493176924
1.40801	-2.493268027
1.40881	-2.493359142
1.40961	-2.49345027
1.41041	-2.49354141
1.41121	-2.49360956
1.41201	-2.493708116
1.41281	-2.493807512
1.41361	-2.493875699
1.41441	-2.493966898
1.41521	-2.49405811
1.41601	-2.494149334
1.41681	-2.494240571
1.41761	-2.49433182
1.41841	-2.494423082
1.41921	-2.494514357
1.42001	-2.494605644
1.42081	-2.494696943
1.42161	-2.494788256
1.42241	-2.494879581
1.42321	-2.494970918
1.42401	-2.495062268
1.42481	-2.495153631
1.42561	-2.495214547
1.42641	-2.49532891
1.42721	-2.495420305
1.42801	-2.495511713
1.42881	-2.495603133
1.42961	-2.495694566
1.43041	-2.495786012
1.43121	-2.49587747
1.43201	-2.495968941
1.43281	-2.496060424
1.43361	-2.49615192
1.43441	-2.496212924
1.43521	-2.496304441
1.43601	-2.496395971
1.43681	-2.496487513
1.43761	-2.496579068
1.43841	-2.496670635
1.43921	-2.496762216
1.44001	-2.496853808
1.44081	-2.496914877
1.44161	-2.497006491
1.44241	-2.497098117
1.44321	-2.49721271
1.44401	-2.49730436
1.44481	-2.497396023
1.44561	-2.497487699
1.44641	-2.497548823
1.44721	-2.497640519
1.44801	-2.497732229
1.44881	-2.49782395
1.44961	-2.497915685
1.45041	-2.498007432
1.45121	-2.498068604
1.45201	-2.498160372
1.45281	-2.498252153
1.45361	-2.498343946
1.45441	-2.498435753
1.45521	-2.498527571
1.45601	-2.498588791
1.45681	-2.498703563
1.45761	-2.498795414
1.45841	-2.498887278
1.45921	-2.498979155
1.46001	-2.499040413
1.46081	-2.49913231
1.46161	-2.49922422
1.46241	-2.499316143
1.46321	-2.499408079
1.46401	-2.499469376
1.46481	-2.499561333
1.46561	-2.499653302
1.46641	-2.499745284
1.46721	-2.499837278
1.46801	-2.49992153
1.46881	-2.500013544
1.46961	-2.500105571
1.47041	-2.500197611
1.47121	-2.500258978
1.47201	-2.500351039
1.47281	-2.500443112
1.47361	-2.500535198
1.47441	-2.500627297
1.47521	-2.500688703
1.47601	-2.500780823
1.47681	-2.500895856
1.47761	-2.500957284
1.47841	-2.501049436
1.47921	-2.501141601
1.48001	-2.501233778
1.48081	-2.501295237
1.48161	-2.501387436
1.48241	-2.501479647
1.48321	-2.501571871
1.48401	-2.501633361
1.48481	-2.501725606
1.48561	-2.501840751
1.48641	-2.501902262
1.48721	-2.50199454
1.48801	-2.50208683
1.48881	-2.502179133
1.48961	-2.502240676
1.49041	-2.502333
1.49121	-2.502425337
1.49201	-2.502540562
1.49281	-2.502602135
1.49361	-2.502694504
1.49441	-2.502756091
1.49521	-2.502848481
1.49601	-2.502940884
1.49681	-2.503002494
1.49761	-2.503094918
1.49841	-2.503210221
1.49921	-2.503271851
1.50001	-2.503364308
1.50081	-2.503456778
1.50161	-2.503518431
1.50241	-2.503610922
1.50321	-2.503703425
1.50401	-2.503765101
1.50481	-2.503880481
1.50561	-2.50394217
1.50641	-2.504034715
1.50721	-2.504127272
1.50801	-2.504188983
1.50881	-2.504281562
1.50961	-2.504366135
1.51041	-2.504458733
1.51121	-2.504551344
1.51201	-2.504613091
1.51281	-2.504705723
1.51361	-2.504767485
1.51441	-2.504860138
1.51521	-2.504975642
1.51601	-2.505037425
1.51681	-2.505130111
1.51761	-2.505191908
1.51841	-2.505284615
1.51921	-2.505369258
1.52001	-2.505461984
1.52081	-2.505523809
1.52161	-2.505616557
1.52241	-2.505709318
1.52321	-2.505771165
1.52401	-2.50588677
1.52481	-2.50594863
1.52561	-2.506041432
1.52641	-2.506103307
1.52721	-2.506196129
1.52801	-2.506280835
1.52881	-2.506373677
1.52961	-2.506435579
1.53041	-2.506528443
1.53121	-2.50659036
1.53201	-2.506706054
1.53281	-2.506767983
1.53361	-2.506829918
1.53441	-2.506922832
1.53521	-2.506984781
1.53601	-2.507100518
1.53681	-2.507162481
1.53761	-2.507255435
1.53841	-2.507317412
1.53921	-2.507433184
1.54001	-2.507495174
1.54081	-2.507557169
1.54161	-2.507650173
1.54241	-2.507734974
1.54321	-2.507827998
1.54401	-2.507890021
1.54481	-2.50795205
1.54561	-2.508067889
1.54641	-2.508129931
1.54721	-2.508223004
1.54801	-2.50828506
1.54881	-2.508369902
1.54961	-2.508463003
1.55041	-2.508525078
1.55121	-2.508587159
1.55201	-2.508703064
1.55281	-2.508765158
1.55361	-2.508879776
1.55441	-2.508920418
1.55521	-2.5090053
1.55601	-2.509067418
1.55681	-2.509160606
1.55761	-2.509245503
1.55841	-2.50930764
1.55921	-2.509400857
1.56001	-2.509463008
1.56081	-2.509547924
1.56161	-2.509610086
1.56241	-2.509726095
1.56321	-2.509765515
1.56401	-2.50985045
1.56481	-2.509912637
1.56561	-2.510005927
1.56641	-2.510090876
1.56721	-2.510153082
1.56801	-2.510215293
1.56881	-2.51030862
1.56961	-2.510370845
1.57041	-2.510472569
1.57121	-2.510524037
1.57201	-2.510594651
1.57281	-2.510688017
1.57361	-2.510773002
1.57441	-2.510835258
1.57521	-2.510897519
1.57601	-2.510959786
1.57681	-2.511075925
1.57761	-2.511138205
1.57841	-2.511223217
1.57921	-2.511285507
1.58001	-2.511347804
1.58081	-2.511432827
1.58161	-2.511495134
1.58241	-2.511557446
1.58321	-2.511642481
1.58401	-2.511704804
1.58481	-2.511789846
1.58561	-2.511852179
1.58641	-2.511937229
1.58721	-2.511999573
1.58801	-2.512061922
1.58881	-2.512146983
1.58961	-2.512209343
1.59041	-2.512294412
1.59121	-2.512356782
1.59201	-2.512441858
1.59281	-2.512504238
1.59361	-2.512589321
1.59441	-2.512651712
1.59521	-2.512736803
1.59601	-2.512799204
1.59681	-2.512853098
1.59761	-2.512915506
1.59841	-2.513000609
1.59921	-2.513063028
1.60001	-2.513148137
1.60081	-2.513210567
1.60161	-2.513264466
1.60241	-2.513326903
1.60321	-2.513412024
1.60401	-2.513474472
1.60481	-2.513528373
1.60561	-2.513613502
1.60641	-2.513675962
1.60721	-2.513761097
1.60801	-2.513792332
1.60881	-2.513877472
1.60961	-2.513962615
1.61041	-2.513993856
1.61121	-2.514079003
1.61201	-2.514164154
1.61281	-2.5141954
1.61361	-2.514280555
1.61441	-2.514311806
1.61521	-2.514396965
1.61601	-2.514450872
1.61681	-2.514536034
1.61761	-2.514567291
1.61841	-2.514652458
1.61921	-2.514706365
1.62001	-2.514768891
1.62081	-2.514822799
1.62161	-2.514907973
1.62241	-2.51496188
1.62321	-2.51502442
1.62401	-2.515078328
1.62481	-2.515132235
1.62561	-2.515217416
1.62641	-2.515271322
1.62721	-2.515302599
1.62801	-2.515356505
1.62881	-2.515441691
1.62961	-2.515495596
1.63041	-2.5155495
1.63121	-2.515603403
1.63201	-2.515657305
1.63281	-2.515719879
1.63361	-2.515773782
1.63441	-2.515827684
1.63521	-2.515881586
1.63601	-2.515935486
1.63681	-2.515989386
1.63761	-2.516043284
1.63841	-2.516097182
1.63921	-2.516151078
1.64001	-2.516204974
1.64081	-2.516227572
1.64161	-2.516281465
1.64241	-2.516335357
1.64321	-2.516411838
1.64401	-2.516465727
1.64481	-2.516488314
1.64561	-2.516542199
1.64641	-2.516596084
1.64721	-2.516618666
1.64801	-2.516695127
1.64881	-2.516717704
1.64961	-2.516771581
1.65041	-2.517642342
1.65121	-2.51684803
1.65201	-2.516924472
1.65281	-2.516947039
1.65361	-2.516969606
1.65441	-2.517046035
1.65521	-2.517068597
1.65601	-2.517113716
1.65681	-2.517136273
1.65761	-2.517181383
1.65841	-2.517203936
1.65921	-2.517257787
1.66001	-2.517302885
1.66081	-2.517316681
1.66161	-2.517339225
1.66241	-2.51738431
1.66321	-2.517406851
1.66401	-2.517451927
1.66481	-2.517496998
1.66561	-2.517510773
1.66641	-2.517533304
1.66721	-2.517578361
1.66801	-2.517592126
1.66881	-2.517637174
1.66961	-2.517628411
1.67041	-2.517673451
1.67121	-2.517758536
1.67201	-2.517367045
1.67281	-2.517634637
1.67361	-2.517679655
1.67441	-2.517702162
1.67521	-2.51773841
1.67601	-2.517752149
1.67681	-2.517734627
1.67761	-2.517748364
1.67841	-2.517762098
1.67921	-2.517767071
1.68001	-2.517780801
1.68081	-2.51778577
1.68161	-2.517768255
1.68241	-2.517773224
1.68321	-2.517755715
1.68401	-2.517760685
1.68481	-2.517765653
1.68561	-2.517748152
1.68641	-2.517753121
1.68721	-2.517726878
1.68801	-2.517731849
1.68881	-2.517705618
1.68961	-2.517679395
1.69041	-2.51765318
1.69121	-2.517626975
1.69201	-2.517600777
1.69281	-2.517574588
1.69361	-2.517548407
1.69441	-2.517544672
1.69521	-2.517487352
1.69601	-2.5174612
1.69681	-2.517426343
1.69761	-2.51740021
1.69841	-2.517374085
1.69921	-2.517370387
1.70001	-2.517344277
1.70081	-2.517349287
1.70161	-2.517362996
1.70241	-2.517492439
1.70321	-2.517741379
1.70401	-2.518795556
1.70481	-2.563007692
1.70561	-2.514396523
1.70641	-2.515300247
1.70721	-2.515503234
1.70801	-2.515565197
1.70881	-2.515534215
1.70961	-2.51544985
1.71041	-2.51534308
1.71121	-2.515107111
1.71201	-2.51472799
1.71281	-2.513884901
1.71361	-2.51116615
1.71441	-2.504227159
1.71521	-2.525779887
1.71601	-2.524927832
1.71681	-2.52842774
1.71761	-2.543114096
1.71841	-2.782105858
1.71921	-2.500159758
1.72001	-2.502269763
1.72081	-2.504380677
1.72161	-2.5054108
1.72241	-2.50593985
1.72321	-2.506104515
1.72401	-2.506055504
1.72481	-2.505861772
1.72561	-2.505583378
1.72641	-2.505162344
1.72721	-2.504688754
1.72801	-2.504125481
1.72881	-2.503453185
1.72961	-2.502764304
1.73041	-2.501974361
1.73121	-2.501112795
1.73201	-2.500172899
1.73281	-2.4991337
1.73361	-2.497996353
1.73441	-2.496747626
1.73521	-2.495367451
1.73601	-2.493843821
1.73681	-2.492168413
1.73761	-2.490330145
1.73841	-2.488277725
1.73921	-2.486010415
1.74001	-2.483499237
1.74081	-2.480639518
1.74161	-2.477457341
1.74241	-2.473843154
1.74321	-2.469705968
1.74401	-2.464977858
1.74481	-2.45951055
1.74561	-2.453083833
1.74641	-2.445536749
1.74721	-2.436517304
1.74801	-2.425567197
1.74881	-2.412039465
1.74961	-2.394924118
1.75041	-2.37275724
1.75121	-2.342933718
1.75201	-2.300868909
1.75281	-2.23736393
1.75361	-2.130768243
1.75441	-1.916148973
1.75521	-1.325664302
1.75601	-0.063149518
1.75681	0.730383994
1.75761	1.524682552
1.75841	3.078014697
1.75921	-2.934247084
1.76001	-2.911674931
1.76081	-2.884555429
1.76161	-2.867982825
1.76241	-2.863852218
1.76321	-2.873762738
1.76401	-2.902408299
1.76481	-2.96127797
1.76561	-3.077320338
1.76641	2.982307799
1.76721	2.753529441
1.76801	-2.927843567
1.76881	-2.521908202
1.76961	-2.475168933
1.77041	-2.479699584
1.77121	-2.490569922
1.77201	-2.500569742
1.77281	-2.508744222
1.77361	-2.515252233
1.77441	-2.520382005
1.77521	-2.524484082
1.77601	-2.527807671
1.77681	-2.53048445
1.77761	-2.532687717
1.77841	-2.534480453
1.77921	-2.535999324
1.78001	-2.537248217
1.78081	-2.538291497
1.78161	-2.539171439
1.78241	-2.539954019
1.78321	-2.540603182
1.78401	-2.541164547
1.78481	-2.5416484
1.78561	-2.542065198
1.78641	-2.542404229
1.78721	-2.542709639
1.78801	-2.543004319
1.78881	-2.543265335
1.78961	-2.543436227
1.79041	-2.543629928
1.79121	-2.543789976
1.79201	-2.543949949
1.79281	-2.544087009
1.79361	-2.544213285
1.79441	-2.544283125
1.79521	-2.544409287
1.79601	-2.544479044
1.79681	-2.544548766
1.79761	-2.544618454
1.79841	-2.544688108
1.79921	-2.544734956
1.80001	-2.544804549
1.80081	-2.544851351
1.80161	-2.544920883
1.80241	-2.544967638
1.80321	-2.545014374
1.80401	-2.545061089
1.80481	-2.545107785
1.80561	-2.545131742
1.80641	-2.545178405
1.80721	-2.545235791
1.80801	-2.545259712
1.80881	-2.545339764
1.80961	-2.545397095
1.81041	-2.545420975
1.81121	-2.545489024
1.81201	-2.545546307
1.81281	-2.545614326
1.81361	-2.545704997
1.81441	-2.545772984
1.81521	-2.545874378
1.81601	-2.546009178
1.81681	-2.54618817
1.81761	-2.546400602
1.81841	-2.54681372
1.81921	-2.547505614
1.82001	-2.549293079
1.82081	-2.564103364
1.82161	-2.538901226
1.82241	-2.542530675
1.82321	-2.543524324
1.82401	-2.544000615
1.82481	-2.544244215
1.82561	-2.544365384
1.82641	-2.544353392
1.82721	-2.544038975
1.82801	-2.54397883
1.82881	-2.541775696
1.82961	-2.55101959
1.83041	-2.547134067
1.83121	-2.546540451
1.83201	-2.546361099
1.83281	-2.546260128
1.83361	-2.546204264
1.83441	-2.546204264
1.83521	-2.546226824
1.83601	-2.546249381
1.83681	-2.546305241
1.83761	-2.546305241
1.83841	-2.546350347
1.83921	-2.546406201
1.84001	-2.54642875
1.84081	-2.546484601
1.84161	-2.546540451
1.84241	-2.546562994
1.84321	-2.54661884
1.84401	-2.546674685
1.84481	-2.546730529
1.84561	-2.546786372
1.84641	-2.546842213
1.84721	-2.546898053
1.84801	-2.546953892
1.84881	-2.547020517
1.84961	-2.547076356
1.85041	-2.547132195
1.85121	-2.547198828
1.85201	-2.547287987
1.85281	-2.547354632
1.85361	-2.547387957
1.85441	-2.547487939
1.85521	-2.547554602
1.85601	-2.547621271
1.85681	-2.547721285
1.85761	-2.547787968
1.85841	-2.547865497
1.85921	-2.547965549
1.86001	-2.548076467
1.86081	-2.548187412
