E_elc_Ry	ks1/2J1/2
1.86161	-2.54827588
1.86241	-2.548386881
1.86321	-2.548508793
1.86401	-2.548630748
1.86481	-2.548763649
1.86561	-2.548930033
1.86641	-2.549073995
1.86721	-2.549284937
1.86801	-2.549506979
1.86881	-2.54974017
1.86961	-2.549995561
1.87041	-2.550295797
1.87121	-2.550685657
1.87201	-2.55116554
1.87281	-2.5517582
1.87361	-2.552520664
1.87441	-2.553669023
1.87521	-2.55538979
1.87601	-2.558758139
1.87681	-2.57098844
1.87761	-2.545209988
1.87841	-2.562558523
1.87921	-2.615692025
1.88001	-2.606117335
1.88081	-2.539618716
1.88161	-2.540068108
1.88241	-2.541445905
1.88321	-2.542505019
1.88401	-2.543315691
1.88481	-2.544636865
1.88561	-2.544357148
1.88641	-2.54473946
1.88721	-2.545059691
1.88801	-2.545305591
1.88881	-2.545542488
1.88961	-2.545703361
1.89041	-2.545865516
1.89121	-2.545951394
1.89201	-2.546006588
1.89281	-2.54583263
1.89361	-2.541111968
1.89441	-2.547473614
1.89521	-2.547103236
1.89601	-2.547027479
1.89681	-2.547028421
1.89761	-2.546952711
1.89841	-2.546802374
1.89921	-2.545822575
1.90001	-2.549738392
1.90081	-2.548657101
1.90161	-2.545952898
1.90241	-2.547382524
1.90321	-2.547494184
1.90401	-2.547549565
1.90481	-2.547571891
1.90561	-2.547594215
1.90641	-2.547616538
1.90721	-2.547605807
1.90801	-2.547605807
1.90881	-2.547595077
1.90961	-2.547562029
1.91041	-2.547539707
1.91121	-2.547494184
1.91201	-2.547387876
1.91281	-2.547331631
1.91361	-2.547243246
1.91441	-2.547132534
1.91521	-2.546999485
1.91601	-2.546788713
1.91681	-2.546533192
1.91761	-2.546077301
1.91841	-2.54514466
1.91921	-2.537719068
1.92001	-2.547042438
1.92081	-2.529720936
1.92161	-2.566058902
1.92241	-2.54505252
1.92321	-2.544892639
1.92401	-2.54441729
1.92481	-2.543742698
1.92561	-2.542809557
1.92641	-2.541598374
1.92721	-2.539848102
1.92801	-2.537249251
1.92881	-2.532983401
1.92961	-2.524218068
1.93041	-2.49340579
1.93121	-2.483919261
1.93201	-2.572497243
1.93281	-2.552976019
1.93361	-2.53584916
1.93441	-2.382653179
1.93521	-2.572597419
1.93601	-2.546073568
1.93681	-1.806182838
1.93761	-2.601341028
1.93841	-2.586191981
1.93921	-2.580990938
1.94001	-2.586867547
1.94081	-2.700568634
1.94161	-2.543878055
1.94241	-2.553856498
1.94321	-2.556951889
1.94401	-2.559593943
1.94481	-2.556027061
1.94561	-2.55786088
1.94641	-2.558845443
1.94721	-2.560919406
1.94801	-2.541360188
1.94881	-2.555432
1.94961	-2.556456892
1.95041	-2.57857844
1.95121	-2.566646223
1.95201	-2.61530356
1.95281	-2.551137673
1.95361	-2.553856305
1.95441	-2.554959165
1.95521	-2.555653421
1.95601	-2.556248935
1.95681	-2.556936953
1.95761	-2.558252099
1.95841	-2.568897383
1.95921	-2.546523532
1.96001	-2.553911911
1.96081	-2.555215848
1.96161	-2.554367828
1.96241	-2.562433072
1.96321	-2.550913572
1.96401	-2.556000996
1.96481	-2.559441011
1.96561	-2.558480369
1.96641	-2.530611062
1.96721	-2.544073394
1.96801	-2.535975052
1.96881	-2.575526032
1.96961	-2.580504064
1.97041	-2.523997984
1.97121	-2.428542395
1.97201	-2.58159627
1.97281	-2.538463262
1.97361	-2.473409104
1.97441	-1.627597744
1.97521	-2.534687113
1.97601	-2.584604069
1.97681	-2.570720221
1.97761	-2.556852501
1.97841	-2.548213816
1.97921	-2.54128585
1.98001	-2.548590846
1.98081	-2.568175453
1.98161	-2.534566823
1.98241	-2.608144929
1.98321	-2.568056821
1.98401	-2.443458705
1.98481	-2.560840471
1.98561	-2.631511202
1.98641	-2.578249209
1.98721	-2.591967533
1.98801	-2.570446854
1.98881	-2.567005622
1.98961	-2.567488752
1.99041	-2.565775349
1.99121	-2.532473007
1.99201	-2.563150819
1.99281	-2.565586456
1.99361	-2.568604707
1.99441	-2.561842851
1.99521	-2.594553003
1.99601	-2.580320997
1.99681	-2.566153511
1.99761	-2.558669952
1.99841	-2.560774773
1.99921	-2.600961663
2.00001	-2.586313178
2.00081	-2.570553052
2.00241	-2.551495288
2.00321	-2.584795193
2.00401	-2.572752598
2.00481	-2.56371265
2.00561	-2.562078641
2.00641	-2.559770208
2.00721	-2.554821918
2.00801	-2.55151037
2.00881	-2.571209372
2.00961	-2.568449465
2.01041	-2.566754627
2.01121	-2.565574014
2.01201	-2.564553577
2.01281	-2.563412179
2.01361	-2.561174849
2.01441	-2.541089469
2.01521	-2.569199106
2.01601	-2.566981611
2.01681	-2.565513622
2.01761	-2.564348387
2.01841	-2.562911936
2.01921	-2.560022497
2.02001	-2.546668935
2.02081	-2.569003088
2.02161	-2.559256678
2.02241	-2.571050583
2.02321	-2.567773653
2.02401	-2.566352873
2.02481	-2.5651708
2.02561	-2.563460974
2.02641	-2.556237688
2.02721	-2.562764308
2.02801	-2.570133408
2.02881	-2.566384757
2.02961	-2.560010861
2.03041	-2.571287512
2.03121	-2.567881529
2.03201	-2.568543669
2.03281	-2.564565473
2.03361	-2.557509947
2.03441	-2.587498781
2.03521	-2.549479121
2.03601	-2.562001601
2.03681	-2.574029893
2.03761	-2.562300728
2.03841	-2.594376702
2.03921	-2.506242154
2.04001	-2.601854259
2.04081	-2.5883949
2.04161	-2.574875478
2.04241	-2.565916961
2.04321	-2.684496149
2.04401	-2.986537536
2.04481	-2.580267668
2.04561	-2.601186456
2.04641	-2.587537363
2.04721	-2.573783379
2.04801	-2.565664001
2.04881	-2.564894646
2.04961	-2.563829611
2.05041	-2.562388897
2.05121	-2.560328676
2.05201	-2.557466564
2.05281	-2.553291025
2.05361	-2.547449893
2.05441	-2.538952412
2.05521	-2.526417396
2.05601	-2.50764664
2.05681	-2.479792787
2.05761	-2.440718933
2.05841	-2.393671555
2.05921	-2.35415751
2.06001	-2.342831943
2.06081	-2.362159342
2.06161	-2.395555821
2.06241	-2.428465322
2.06321	-2.455394468
2.06401	-2.47612306
2.06481	-2.491826985
2.06561	-2.50376834
2.06641	-2.513026448
2.06721	-2.52032703
2.06801	-2.526142682
2.06881	-2.530986282
2.06961	-2.53484907
2.07041	-2.538101264
2.07121	-2.540821673
2.07201	-2.543196075
2.07281	-2.545617781
2.07361	-2.547038262
2.07441	-2.548583248
2.07521	-2.550004957
2.07601	-2.551246441
2.07681	-2.552344315
2.07761	-2.55334589
2.07841	-2.554275172
2.07921	-2.55509789
2.08001	-2.555872516
2.08081	-2.556587622
2.08161	-2.557266972
2.08241	-2.557899123
2.08321	-2.558472508
2.08401	-2.559423442
2.08481	-2.559491115
2.08561	-2.559970541
2.08641	-2.560426488
2.08721	-2.560859052
2.08801	-2.561268325
2.08881	-2.561654391
2.08961	-2.562017333
2.09041	-2.562379872
2.09121	-2.562719388
2.09201	-2.563058552
2.09281	-2.563397364
2.09361	-2.563690717
2.09441	-2.564844402
2.09521	-2.564188136
2.09601	-2.564491263
2.09681	-2.564761173
2.09761	-2.565030858
2.09841	-2.565300321
2.09921	-2.565547132
2.10001	-2.565771342
2.10081	-2.566052313
2.10161	-2.566276192
2.10241	-2.566499917
2.10321	-2.566723487
2.10401	-2.566946903
2.10481	-2.567170165
2.10561	-2.56737097
2.10641	-2.567571649
2.10721	-2.567794481
2.10801	-2.567994898
2.10881	-2.568195191
2.10961	-2.568395359
2.11041	-2.568595404
2.11121	-2.568795324
2.11201	-2.568995121
2.11281	-2.569194794
2.11361	-2.56935993
2.11441	-2.569559362
2.11521	-2.56975867
2.11601	-2.569923462
2.11681	-2.57012253
2.11761	-2.570287096
2.11841	-2.570473638
2.11921	-2.570637972
2.12001	-2.570802198
2.12081	-2.57098836
2.12161	-2.571118018
2.12241	-2.571269603
2.12321	-2.571399066
2.12401	-2.57149413
2.12481	-2.571601437
2.12561	-2.571674387
2.12641	-2.571749952
2.12721	-2.571940655
2.12801	-2.572412499
2.12881	-2.572800438
2.12961	-2.573824859
2.13041	-2.57414668
2.13121	-2.574390113
2.13201	-2.574633178
2.13281	-2.574841672
2.13361	-2.575049841
2.13441	-2.575245247
2.13521	-2.575462017
2.13601	-2.575700074
2.13681	-2.575912819
2.13761	-2.576112693
2.13841	-2.576376855
2.13921	-2.576581557
2.14001	-2.576816294
2.14081	-2.577034551
2.14161	-2.577214871
2.14241	-2.577387693
2.14321	-2.577574218
2.14401	-2.57765217
2.14481	-2.577661265
2.14561	-2.577502128
2.14641	-2.577082971
2.14721	-2.576249459
2.14801	-2.57463765
2.14881	-2.571586958
2.14961	-2.565572687
2.15041	-2.553033888
2.15121	-2.525134143
2.15201	-2.463282233
2.15281	-2.377490639
2.15361	-2.384462283
2.15441	-2.449786024
2.15521	-2.494865179
2.15601	-2.520299406
2.15681	-2.535218971
2.15761	-2.544594092
2.15841	-2.5509068
2.15921	-2.555409239
2.16001	-2.558754163
2.16081	-2.561326568
2.16161	-2.563348517
2.16241	-2.565048295
2.16321	-2.56641806
2.16401	-2.567587488
2.16481	-2.568593675
2.16561	-2.569505973
2.16641	-2.570302712
2.16721	-2.571017203
2.16801	-2.571640045
2.16881	-2.572251512
2.16961	-2.572804309
2.17041	-2.573311268
2.17121	-2.573794881
2.17201	-2.574220443
2.17281	-2.574679913
2.17361	-2.575081544
2.17441	-2.575482361
2.17521	-2.575882366
2.17601	-2.576268877
2.17681	-2.576597922
2.17761	-2.576935519
2.17841	-2.577215841
2.17921	-2.577482832
2.18001	-2.577670992
2.18081	-2.578112922
2.18161	-2.579399013
2.18241	-2.579906888
2.18321	-2.580568559
2.18401	-2.580857854
2.18481	-2.581172501
2.18561	-2.581473576
2.18641	-2.581646794
2.18721	-2.581362519
2.18801	-2.57988861
2.18881	-2.574405919
2.18961	-2.551980609
2.19041	-2.444435901
2.19121	-2.417428881
2.19201	-2.512417212
2.19281	-2.54459362
2.19361	-2.557645813
2.19441	-2.564323616
2.19521	-2.568202984
2.19601	-2.570441473
2.19681	-2.571386381
2.19761	-2.572282269
2.19841	-2.573629573
2.19921	-2.57491116
2.20001	-2.576060371
2.20081	-2.577020933
2.20161	-2.577885702
2.20241	-2.578651548
2.20321	-2.579362525
2.20401	-2.579958262
2.20481	-2.579174995
2.20561	-2.582584256
2.20641	-2.583057513
2.20721	-2.58334924
2.20801	-2.581255576
2.20881	-2.554717912
2.20961	-2.396737058
	
	
