E_elc_Ry	kp3/2J1/2 6s[1/2]
1.005601	2.283525423
1.006401	2.28336229
1.007201	2.283199111
1.008001	2.283035885
1.008801	2.282872614
1.009601	2.282709297
1.010401	2.282545933
1.011201	2.282382524
1.012001	2.282206257
1.012801	2.282042756
1.013601	2.281879209
1.014401	2.281715616
1.015201	2.281551977
1.016001	2.281388291
1.016801	2.28122456
1.017601	2.281060782
1.018401	2.280896958
1.019201	2.280733088
1.020001	2.280569172
1.020801	2.28040521
1.021601	2.280241201
1.022401	2.280092063
1.023201	2.279927966
1.024001	2.279763823
1.024801	2.279599634
1.025601	2.279435398
1.026401	2.279271117
1.027201	2.279106789
1.028001	2.278942415
1.028801	2.278777994
1.029601	2.278628481
1.030401	2.278463972
1.031201	2.278299417
1.032001	2.278134815
1.032801	2.277970167
1.033601	2.277805473
1.034401	2.277655711
1.035201	2.277490928
1.036001	2.277326099
1.036801	2.277161223
1.037601	2.276983512
1.038401	2.276833543
1.039201	2.276668533
1.040001	2.276503477
1.040801	2.276338374
1.041601	2.27618824
1.042401	2.276023049
1.043201	2.275857811
1.044001	2.275707554
1.044801	2.275542228
1.045601	2.275376855
1.046401	2.275226475
1.047201	2.275061013
1.048001	2.274895505
1.048801	2.274745002
1.049601	2.274579405
1.050401	2.274428821
1.051201	2.274263135
1.052001	2.274084625
1.052801	2.273933919
1.053601	2.273768098
1.054401	2.273617311
1.055201	2.273451401
1.056001	2.273300533
1.056801	2.273134534
1.057601	2.272983585
1.058401	2.272804725
1.059201	2.272638591
1.060001	2.272487519
1.060801	2.272336409
1.061601	2.272170143
1.062401	2.272018952
1.063201	2.271852597
1.064001	2.271701325
1.064801	2.271534881
1.065601	2.271370762
1.066401	2.27120423
1.067201	2.271052796
1.068001	2.270901323
1.068801	2.270734659
1.069601	2.270583105
1.070401	2.270418752
1.071201	2.270251956
1.072001	2.270100283
1.072801	2.269933398
1.073601	2.269781643
1.074401	2.26962985
1.075201	2.269450077
1.076001	2.269298204
1.076801	2.269146291
1.077601	2.26899434
1.078401	2.268827149
1.079201	2.268675116
1.080001	2.268510293
1.080801	2.26834297
1.081601	2.268190818
1.082401	2.268038627
1.083201	2.267886397
1.084001	2.2677189
1.084801	2.267566588
1.085601	2.267401492
1.086401	2.267249104
1.087201	2.267081432
1.088001	2.266928962
1.088801	2.266776453
1.089601	2.266623905
1.090401	2.266471318
1.091201	2.266303428
1.092001	2.26613802
1.092801	2.265985314
1.093601	2.265832568
1.094401	2.265679784
1.095201	2.265511676
1.096001	2.26535881
1.096801	2.265205905
1.097601	2.265052961
1.098401	2.264899979
1.099201	2.264731652
1.100001	2.264565856
1.100801	2.264412753
1.101601	2.264259611
1.102401	2.26410643
1.103201	2.26395321
1.104001	2.263799951
1.104801	2.263631321
1.105601	2.26347798
1.106401	2.2633246
1.107201	2.263171181
1.108001	2.263017723
1.108801	2.262864226
1.109601	2.262710689
1.110401	2.262541754
1.111201	2.262388136
1.112001	2.262234479
1.112801	2.262080782
1.113601	2.261927047
1.114401	2.261773272
1.115201	2.261619458
1.116001	2.261465605
1.116801	2.261311713
1.117601	2.261142387
1.118401	2.260988413
1.119201	2.260834399
1.120001	2.260680347
1.120801	2.260526255
1.121601	2.260372124
1.122401	2.260217954
1.123201	2.260063745
1.124001	2.259909496
1.124801	2.259755208
1.125601	2.259600881
1.126401	2.259446515
1.127201	2.25929211
1.128001	2.259137665
1.128801	2.258983181
1.129601	2.258828658
1.130401	2.258674095
1.131201	2.258519494
1.132001	2.258364853
1.132801	2.258210172
1.133601	2.258055453
1.134401	2.257900694
1.135201	2.257745896
1.136001	2.257591058
1.136801	2.257436181
1.137601	2.257281265
1.138401	2.25712631
1.139201	2.256971315
1.140001	2.25681628
1.140801	2.256661207
1.141601	2.256506094
1.142401	2.256350942
1.143201	2.25619575
1.144001	2.256040519
1.144801	2.255900777
1.145601	2.255758159
1.146401	2.255602813
1.147201	2.255447428
1.148001	2.255292002
1.148801	2.255136538
1.149601	2.254981034
1.150401	2.254841047
1.151201	2.254685468
1.152001	2.254529849
1.152801	2.254374191
1.153601	2.254218494
1.154401	2.254062757
1.155201	2.25392256
1.156001	2.253766748
1.156801	2.253610897
1.157601	2.253455006
1.158401	2.25331467
1.159201	2.253158704
1.160001	2.253002699
1.160801	2.252846653
1.161601	2.252706179
1.162401	2.252550059
1.163201	2.252393899
1.164001	2.252237699
1.164801	2.252097086
1.165601	2.251940811
1.166401	2.251784497
1.167201	2.25164378
1.168001	2.251487391
1.168801	2.251330962
1.169601	2.251190141
1.170401	2.251033637
1.171201	2.250877093
1.172001	2.250736169
1.172801	2.25057955
1.173601	2.250422891
1.174401	2.250281863
1.175201	2.250125129
1.176001	2.249968355
1.176801	2.249827224
1.177601	2.249670374
1.178401	2.249529176
1.179201	2.249372251
1.180001	2.249215286
1.180801	2.249073984
1.181601	2.248916943
1.182401	2.248775573
1.183201	2.248618457
1.184001	2.248477019
1.184801	2.248319828
1.185601	2.248162597
1.186401	2.248021055
1.187201	2.247863748
1.188001	2.247722138
1.188801	2.247564756
1.189601	2.247423077
1.190401	2.24726562
1.191201	2.247123873
1.192001	2.24696634
1.192801	2.246824525
1.193601	2.246666916
1.194401	2.246525034
1.195201	2.246367349
1.196001	2.246225398
1.196801	2.246067637
1.197601	2.245925619
1.198401	2.245767782
1.199201	2.245625695
1.200001	2.245467783
1.200801	2.245325627
1.201601	2.245180271
1.202401	2.245038046
1.203201	2.244879981
1.204001	2.244737689
1.204801	2.244579548
1.205601	2.244437187
1.206401	2.244294794
1.207201	2.244136541
1.208001	2.24399408
1.208801	2.243835751
1.209601	2.243693221
1.210401	2.243534817
1.211201	2.243392219
1.212001	2.243262208
1.212801	2.243103691
1.213601	2.242960991
1.214401	2.242802398
1.215201	2.242659629
1.216001	2.24250096
1.216801	2.242358123
1.217601	2.242215254
1.218401	2.242069086
1.219201	2.241926147
1.220001	2.241767288
1.220801	2.241624281
1.221601	2.241481242
1.222401	2.241322271
1.223201	2.241179163
1.224001	2.24104863
1.224801	2.240889546
1.225601	2.240746336
1.226401	2.240587175
1.227201	2.240443897
1.228001	2.240300586
1.228801	2.240141313
1.229601	2.240010535
1.230401	2.239867122
1.231201	2.239707736
1.232001	2.239564254
1.232801	2.239420739
1.233601	2.239261241
1.234401	2.239117657
1.235201	2.238986638
1.236001	2.238842989
1.236801	2.238683341
1.237601	2.238539623
1.238401	2.238395872
1.239201	2.238236111
1.240001	2.238092292
1.240801	2.23796103
1.241601	2.237817145
1.242401	2.237657234
1.243201	2.23751328
1.244001	2.237369293
1.244801	2.237225273
1.245601	2.237081221
1.246401	2.23693371
1.247201	2.236789588
1.248001	2.236645433
1.248801	2.236501246
1.249601	2.236357026
1.250401	2.236212773
1.251201	2.236052454
1.252001	2.235908133
1.252801	2.235763778
1.253601	2.235619392
1.254401	2.235474972
1.255201	2.235343095
1.256001	2.235198609
1.256801	2.23505409
1.257601	2.234909539
1.258401	2.234764955
1.259201	2.234620338
1.260001	2.234475689
1.260801	2.234331006
1.261601	2.23417021
1.262401	2.234025459
1.263201	2.233896763
1.264001	2.23375195
1.264801	2.233607104
1.265601	2.233462225
1.266401	2.233317314
1.267201	2.23317237
1.268001	2.233027393
1.268801	2.232882383
1.269601	2.23273734
1.270401	2.232592265
1.271201	2.232447156
1.272001	2.232302015
1.272801	2.232156842
1.273601	2.232027771
1.274401	2.231882535
1.275201	2.231737266
1.276001	2.231579413
1.276801	2.23143408
1.277601	2.231288713
1.278401	2.231159471
1.279201	2.231014043
1.280001	2.230868582
1.280801	2.230723088
1.281601	2.230593733
1.282401	2.230448177
1.283201	2.230302588
1.284001	2.230144424
1.284801	2.230014955
1.285601	2.229869272
1.286401	2.229723557
1.287201	2.229577808
1.288001	2.229448226
1.288801	2.229302415
1.289601	2.229144036
1.290401	2.22901437
1.291201	2.228868465
1.292001	2.228722527
1.292801	2.228592777
1.293601	2.228446777
1.294401	2.228288215
1.295201	2.228158381
1.296001	2.228012286
1.296801	2.227882397
1.297601	2.227736241
1.298401	2.227577527
1.299201	2.227447554
1.300001	2.227301303
1.300801	2.227171274
1.301601	2.227024961
1.302401	2.226866096
1.303201	2.226735984
1.304001	2.226589576
1.304801	2.226459409
1.305601	2.226312939
1.306401	2.226170202
1.307201	2.22602367
1.308001	2.225893393
1.308801	2.225746799
1.309601	2.225616467
1.310401	2.225457301
1.311201	2.225326914
1.312001	2.225180197
1.312801	2.225049754
1.313601	2.224902974
1.314401	2.224759971
1.315201	2.22461313
1.316001	2.224482577
1.316801	2.224335674
1.317601	2.224205065
1.318401	2.2240456
1.319201	2.223914936
1.320001	2.223767909
1.320801	2.22363719
1.321601	2.2234901
1.322401	2.223359326
1.323201	2.223199681
1.324001	2.223068852
1.324801	2.222921638
1.325601	2.222790753
1.326401	2.222643477
1.327201	2.222512537
1.328001	2.22238157
1.328801	2.222234202
1.329601	2.222090695
1.330401	2.221943265
1.331201	2.221812188
1.332001	2.221664695
1.332801	2.221533563
1.333601	2.221386008
1.334401	2.22125482
1.335201	2.221123606
1.336001	2.220975959
1.336801	2.220844689
1.337601	2.220696979
1.338401	2.220565653
1.339201	2.220405407
1.340001	2.220274027
1.340801	2.220126193
1.341601	2.219994757
1.342401	2.219863294
1.343201	2.219715368
1.344001	2.21958385
1.344801	2.219435861
1.345601	2.219304287
1.346401	2.219156235
1.347201	2.219024606
1.348001	2.21889295
1.348801	2.218744806
1.349601	2.218613094
1.350401	2.218464887
1.351201	2.21833312
1.352001	2.218201326
1.352801	2.218053027
1.353601	2.217921177
1.354401	2.217772815
1.355201	2.217649328
1.356001	2.217492485
1.356801	2.217360523
1.357601	2.217228536
1.358401	2.217080018
1.359201	2.216947975
1.360001	2.216815905
1.360801	2.216667295
1.361601	2.21653517
1.362401	2.216386497
1.363201	2.216254315
1.364001	2.216122108
1.364801	2.215973342
1.365601	2.21585352
1.366401	2.215721229
1.367201	2.21557237
1.368001	2.215440023
1.368801	2.215307649
1.369601	2.215158698
1.370401	2.215026268
1.371201	2.214893813
1.372001	2.214744768
1.372801	2.214612257
1.373601	2.214479719
1.374401	2.214347154
1.375201	2.214197988
1.376001	2.214065367
1.376801	2.21393272
1.377601	2.213800047
1.378401	2.213650758
1.379201	2.213518029
1.380001	2.213385273
1.380801	2.213252491
1.381601	2.213119682
1.382401	2.212957821
1.383201	2.212824957
1.384001	2.212692067
1.384801	2.212559151
1.385601	2.212426208
1.386401	2.212293239
1.387201	2.212143617
1.388001	2.212010592
1.388801	2.21187754
1.389601	2.211744462
1.390401	2.211611357
1.391201	2.211478226
1.392001	2.211345068
1.392801	2.211211884
1.393601	2.211066268
1.394401	2.210933032
1.395201	2.21079977
1.396001	2.210666481
1.396801	2.2105165
1.397601	2.210383155
1.398401	2.210249783
1.399201	2.210103987
1.400001	2.209970563
1.400801	2.209853796
1.401601	2.209720323
1.402401	2.209586824
1.403201	2.209453298
1.404001	2.209307353
1.404801	2.209173775
1.405601	2.209040171
1.406401	2.20890654
1.407201	2.208760495
1.408001	2.208626812
1.408801	2.208493103
1.409601	2.208359367
1.410401	2.208229943
1.411201	2.208096158
1.412001	2.207962347
1.412801	2.20782851
1.413601	2.207682267
1.414401	2.207548377
1.415201	2.207431202
1.416001	2.207284887
1.416801	2.207150922
1.417601	2.207016931
1.418401	2.206887294
1.419201	2.206753254
1.420001	2.206619188
1.420801	2.206472726
1.421601	2.206355373
1.422401	2.206208865
1.423201	2.206074698
1.424001	2.205940504
1.424801	2.205810699
1.425601	2.205676456
1.426401	2.205529826
1.427201	2.20541232
1.428001	2.205278002
1.428801	2.2051313
1.429601	2.205013728
1.430401	2.20486698
1.431201	2.204749364
1.432001	2.20460257
1.432801	2.204468102
1.433601	2.204338071
1.434401	2.204203555
1.435201	2.204085831
1.436001	2.203938918
1.436801	2.203821151
1.437601	2.203674192
1.438401	2.203539551
1.439201	2.203409377
1.440001	2.203274687
1.440801	2.203144473
1.441601	2.203009734
1.442401	2.202879479
1.443201	2.202744692
1.444001	2.202614397
1.444801	2.202479561
1.445601	2.202349225
1.446401	2.20221434
1.447201	2.202083964
1.448001	2.201949031
1.448801	2.201818614
1.449601	2.201683632
1.450401	2.201553175
1.451201	2.2014227
1.452001	2.201287647
1.452801	2.201157131
1.453601	2.201022029
1.454401	2.200891473
1.455201	2.200756322
1.456001	2.200625726
1.456801	2.200507428
1.457601	2.20035989
1.458401	2.200241548
1.459201	2.200093964
1.460001	2.19997558
1.460801	2.199844866
1.461601	2.199709522
1.462401	2.199578768
1.463201	2.199443375
1.464001	2.19931258
1.464801	2.199194071
1.465601	2.199046304
1.466401	2.198927751
1.467201	2.198796879
1.468001	2.198649044
1.468801	2.19853043
1.469601	2.198382549
1.470401	2.198263891
1.471201	2.19813292
1.472001	2.197997264
1.472801	2.197866252
1.473601	2.197747512
1.474401	2.197599495
1.475201	2.197480712
1.476001	2.197349622
1.476801	2.197230799
1.477601	2.197082692
1.478401	2.196963826
1.479201	2.196832658
1.480001	2.196696764
1.480801	2.196565556
1.481601	2.19643433
1.482401	2.196298365
1.483201	2.196167098
1.484001	2.196048087
1.484801	2.195916783
1.485601	2.195780723
1.486401	2.195649378
1.487201	2.195530284
1.488001	2.195398902
1.488801	2.195262748
1.489601	2.195131325
1.490401	2.195012149
1.491201	2.194880689
1.492001	2.194732178
1.492801	2.194612939
1.493601	2.19448142
1.494401	2.194362141
1.495201	2.194213541
1.496001	2.194094219
1.496801	2.193962623
1.497601	2.193831008
1.498401	2.193711627
1.499201	2.193579975
1.500001	2.193443492
1.500801	2.193311799
1.501601	2.193180088
1.502401	2.193060605
1.503201	2.192928857
1.504001	2.192809333
1.504801	2.192677547
1.505601	2.192528661
1.506401	2.192409075
1.507201	2.192277231
1.508001	2.192157605
1.508801	2.192025723
1.509601	2.191893823
1.510401	2.191774138
1.511201	2.1916422
1.512001	2.191510245
1.512801	2.1913905
1.513601	2.191258506
1.514401	2.191126495
1.515201	2.191006691
1.516001	2.190874642
1.516801	2.190742575
1.517601	2.190622711
1.518401	2.190490606
1.519201	2.190358484
1.520001	2.19023856
1.520801	2.1901064
1.521601	2.189974222
1.522401	2.189854239
1.523201	2.189722023
1.524001	2.189589789
1.524801	2.189457538
1.525601	2.189337475
1.526401	2.189205186
1.527201	2.189072878
1.528001	2.188940553
1.528801	2.188820412
1.529601	2.188705215
1.530401	2.188572837
1.531201	2.18844044
1.532001	2.188320223
1.532801	2.188187789
1.533601	2.188055337
1.534401	2.18794005
1.535201	2.187807565
1.536001	2.187675061
1.536801	2.187554729
1.537601	2.187422188
1.538401	2.187306825
1.539201	2.187174251
1.540001	2.187041658
1.540801	2.186909048
1.541601	2.186776419
1.542401	2.186673163
1.543201	2.1865405
1.544001	2.186407818
1.544801	2.186292337
1.545601	2.186159623
1.546401	2.18602689
1.547201	2.185894139
1.548001	2.185778599
1.548801	2.185645815
1.549601	2.185513013
1.550401	2.18539743
1.551201	2.185264595
1.552001	2.185131741
1.552801	2.185016115
1.553601	2.184883228
1.554401	2.184767574
1.555201	2.184634653
1.556001	2.184501715
1.556801	2.184386017
1.557601	2.184253046
1.558401	2.18413732
1.559201	2.184004315
1.560001	2.183871292
1.560801	2.183755523
1.561601	2.183622467
1.562401	2.18350667
1.563201	2.18337358
1.564001	2.183257755
1.564801	2.183124632
1.565601	2.183008778
1.566401	2.182875623
1.567201	2.182747605
1.568001	2.182614417
1.568801	2.182498509
1.569601	2.182365288
1.570401	2.182249351
1.571201	2.182116097
1.572001	2.182000132
1.572801	2.181872029
1.573601	2.181738728
1.574401	2.181622723
1.575201	2.181489389
1.576001	2.181373356
1.576801	2.181257311
1.577601	2.181123928
1.578401	2.180995739
1.579201	2.180862325
1.580001	2.180746225
1.580801	2.180630112
1.581601	2.180496649
1.582401	2.1803684
1.583201	2.180252247
1.584001	2.180118737
1.584801	2.180002557
1.585601	2.179874261
1.586401	2.179740704
1.587201	2.179624484
1.588001	2.179508251
1.588801	2.179392005
1.589601	2.17924629
1.590401	2.179130018
1.591201	2.179013732
1.592001	2.178880065
1.592801	2.178751663
1.593601	2.178635338
1.594401	2.178519
1.595201	2.178390566
1.596001	2.178256823
1.596801	2.178140445
1.597601	2.178024055
1.598401	2.177895574
1.599201	2.177761769
1.600001	2.17764534
1.600801	2.177516824
1.601601	2.17740037
1.602401	2.177283904
1.603201	2.177155355
1.604001	2.177021459
1.604801	2.176904953
1.605601	2.17677637
1.606401	2.17665984
1.607201	2.176543297
1.608001	2.176414681
1.608801	2.176298114
1.609601	2.176152055
1.610401	2.176035461
1.611201	2.175918854
1.612001	2.175790183
1.612801	2.175673552
1.613601	2.175544859
1.614401	2.175428204
1.615201	2.17529949
1.616001	2.175182811
1.616801	2.175054076
1.617601	2.174937372
1.618401	2.174820656
1.619201	2.174691889
1.620001	2.174575148
1.620801	2.17444636
1.621601	2.174317562
1.622401	2.174200786
1.623201	2.174071967
1.624001	2.173955167
1.624801	2.173826327
1.625601	2.173709502
1.626401	2.173580641
1.627201	2.173451771
1.628001	2.173334911
1.628801	2.173223496
1.629601	2.173106614
1.630401	2.172977704
1.631201	2.172848784
1.632001	2.172731866
1.632801	2.172602926
1.633601	2.172473976
1.634401	2.172374514
1.635201	2.172245545
1.636001	2.172116567
1.636801	2.171987579
1.637601	2.171888082
1.638401	2.171759075
1.639201	2.171630058
1.640001	2.171501033
1.640801	2.1714015
1.641601	2.171272455
1.642401	2.171143401
1.643201	2.171031852
1.644001	2.170902781
1.644801	2.170773701
1.645601	2.170674115
1.646401	2.170545016
1.647201	2.170415908
1.648001	2.170304317
1.648801	2.170175191
1.649601	2.170063588
1.650401	2.169934446
1.651201	2.169822829
1.652001	2.16969367
1.652801	2.169582041
1.653601	2.169452865
1.654401	2.169341223
1.655201	2.16921203
1.656001	2.169100375
1.656801	2.168971166
1.657601	2.168859498
1.658401	2.168730272
1.659201	2.168606638
1.660001	2.168494954
1.660801	2.168365705
1.661601	2.168254008
1.662401	2.168124743
1.663201	2.168013033
1.664001	2.167889375
1.664801	2.167760088
1.665601	2.167648361
1.666401	2.167536629
1.667201	2.167412956
1.668001	2.167283639
1.668801	2.167171891
1.669601	2.167048207
1.670401	2.166936449
1.671201	2.166807103
1.672001	2.166683408
1.672801	2.166571634
1.673601	2.166447934
1.674401	2.16633615
1.675201	2.166212444
1.676001	2.166083058
1.676801	2.165971259
1.677601	2.165847542
1.678401	2.165723823
1.679201	2.16561201
1.680001	2.165488287
1.680801	2.165376464
1.681601	2.165252735
1.682401	2.165140904
1.683201	2.165017169
1.684001	2.164893433
1.684801	2.164781589
1.685601	2.164657847
1.686401	2.164534104
1.687201	2.164410358
1.688001	2.164298498
1.688801	2.164174747
1.689601	2.164050995
1.690401	2.163944865
1.691201	2.163832989
1.692001	2.163709231
1.692801	2.163585473
1.693601	2.163461712
1.694401	2.16333795
1.695201	2.163231818
1.696001	2.163108054
1.696801	2.162984289
1.697601	2.162860522
1.698401	2.162754391
1.699201	2.162630623
1.700001	2.162506853
1.700801	2.162400723
1.701601	2.162276952
1.702401	2.162153178
1.703201	2.16204705
1.704001	2.161923275
1.704801	2.161799499
1.705601	2.161693372
1.706401	2.161569594
1.707201	2.161451632
1.708001	2.161327854
1.708801	2.161221732
1.709601	2.161097953
1.710401	2.160980003
1.711201	2.160856225
1.712001	2.160750107
1.712801	2.160626328
1.713601	2.160508391
1.714401	2.160384612
1.715201	2.160278498
1.716001	2.160142905
1.716801	2.160036794
1.717601	2.159918876
1.718401	2.159795099
1.719201	2.159677188
1.720001	2.159571085
1.720801	2.159435509
1.721601	2.159329409
1.722401	2.159211515
1.723201	2.15910542
1.724001	2.158969855
1.724801	2.158863764
1.725601	2.158745886
1.726401	2.158628014
1.727201	2.15852193
1.728001	2.158386382
1.728801	2.158268523
1.729601	2.158162446
1.730401	2.158044596
1.731201	2.157926752
1.732001	2.157808913
1.732801	2.157702847
1.733601	2.157585017
1.734401	2.157467193
1.735201	2.157349374
1.736001	2.157231561
1.736801	2.157113754
1.737601	2.156995952
1.738401	2.156878156
1.739201	2.156760365
1.740001	2.15664258
1.740801	2.156524801
1.741601	2.156407027
1.742401	2.156289259
1.743201	2.156171497
1.744001	2.156071445
1.744801	2.155941964
1.745601	2.155824221
1.746401	2.155706485
1.747201	2.155606462
1.748001	2.155477016
1.748801	2.1553593
1.749601	2.155259299
1.750401	2.155129881
1.751201	2.155012185
1.752001	2.154900498
1.752801	2.154782817
1.753601	2.154671151
1.754401	2.154553484
1.755201	2.154424124
1.756001	2.154312491
1.756801	2.154212563
1.757601	2.154083234
1.758401	2.153971633
1.759201	2.153842327
1.760001	2.153742433
1.760801	2.153630866
1.761601	2.15350159
1.762401	2.153390046
1.763201	2.153278514
1.764001	2.153166994
1.764801	2.153037764
1.765601	2.152926268
1.766401	2.152814783
1.767201	2.152691651
1.768001	2.152580193
1.768801	2.152468747
1.769601	2.152345661
1.770401	2.152234242
1.771201	2.152122834
1.772001	2.151999795
1.772801	2.151888414
1.773601	2.151765407
1.774401	2.151642418
1.775201	2.151548803
1.776001	2.151425846
1.776801	2.151302907
1.777601	2.151179985
1.778401	2.151086427
1.779201	2.150963537
1.780001	2.150858391
1.780801	2.150735537
1.781601	2.150618817
1.782401	2.150496001
1.783201	2.150390928
1.784001	2.150268148
1.784801	2.150151513
1.785601	2.150046496
1.786401	2.149929905
1.787201	2.149807201
1.788001	2.149690655
1.788801	2.149585713
1.789601	2.149469211
1.790401	2.149352732
1.791201	2.149236276
1.792001	2.149119844
1.792801	2.149003435
1.793601	2.148904771
1.794401	2.148788409
1.795201	2.148660515
1.796001	2.148544203
1.796801	2.148445633
1.797601	2.148317822
1.798401	2.1482193
1.799201	2.148091546
1.800001	2.147981537
